arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.32310960525642424, 0.057074811766916402]","['V', 'I']","['V', 'R']",B,"[0.68359934601970418, 0.19312171383754984]","[18100000.0, 1260000.0]","[0.0737, 0.0021]","[0.27, 0.08]",UGC 11868,0.0,SN2016coi,"(0.2399263590700125, 0.035305647561168024)","[42.841170449921272, 42.008936667912941]","[17.499999999999957, 2.5936614164745375]",,,,2.5,Ic,Ic BL,['1'],['1'],"[57533.22999999998, 2.1]","[4.4272574404074208, 0.14463123258469052]","[0.17295315862204474, 0.0047274561083126615]",7.0,1
