arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.29026068780081227, 0.08271992335992151]","['B', 'V']","['B', 'V']",V,"[0.52836878052554692, 0.22857944458909968]","[31400000.0, 2180000.0]","[0.0192, 0.0003]","[0.53, 0.02]",	NGC 2770,0.0,SN2007uy,"(0.21124823908980275, 0.048675533638740984)","[42.803915105532745, 42.166432729529078]","[16.399999999999959, 3.500826220641724]","['0.394', '0.604', '0.215']","['42.887', '0.398', '0.338']","['19.075', '0.284']",1.0,Ib,Ib pec,['4'],['4'],"[54463.950000000186, 3.5]","[3.8595826875104384, 0.067010156323854889]","[0.15028984710100135, 0.049498636697642796]",7.0,1
