arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.10635906713853076, 0.012729188301995754]","['V', 'I', ""r'""]","['V', ""i'""]",R,"[0.69769912184881078, 0.093036541293892522]","[70000000.0, 7000000.0]","[0.0975, 0.0012]","[0.068, 0.037]",UGC 12188,0.0,SN2006el,"(0.059032709424778528, 0.005033855723973359)","[42.268239824479323, 41.199047872000307]","[21.399999999999967, 1.910449185021956]",['NA'],"['42.237', '0.086', '0.063']",['NA'],1.0,IIb,IIb,['4'],"['4', '6']","[53962.299999999814, 0.7]","[4.0232140637900251, 0.053862827353615611]","[0.052915723844037525, 0.00060154747195044955]",7.0,1
