      -7.9876671   1.1268826e+42
      -7.1389774   1.5360558e+42
      -6.0207040   1.9547542e+42
      -5.0521994   2.2180271e+42
      -5.0422148   2.1995880e+42
      -3.0852364   2.8593724e+42
      -3.0452981   2.7104557e+42
       0.0000000   2.9976937e+42
      0.98847380   2.6654324e+42
      0.99845838   2.7404800e+42
       1.8671172   2.5422452e+42
       1.8970709   2.5203820e+42
       1.9170401   2.6062308e+42
       2.0468397   2.5169801e+42
       2.9254831   2.1340585e+42
       2.9354676   2.4444385e+42
       3.0452981   2.2995620e+42
       3.8840031   2.1340585e+42
       4.8425232   1.8508973e+42
       4.8624923   1.9133732e+42
       5.6412899   1.6835273e+42
       7.8878212   1.3346236e+42
       8.8563258   1.1905023e+42
       9.8348151   1.0407735e+42
       16.843993   5.9038539e+41
       17.822482   5.0966832e+41
       22.824759   3.9624812e+41
       23.813232   3.9959015e+41
       25.909995   3.7123569e+41
       26.808608   3.5221986e+41
       27.707220   3.4171326e+41
       28.815509   3.2634508e+41
       29.803983   3.2042749e+41
       30.802441   2.9308751e+41
       31.800899   2.9151120e+41
       32.769404   2.9057497e+41
       33.697970   2.7155839e+41
       33.957570   2.7203682e+41
       35.894579   2.4915388e+41
       37.691804   2.5182045e+41
       40.806994   2.3017182e+41
       41.855375   2.3100358e+41
       48.834599   1.7991696e+41
       49.763166   1.7688701e+41
       51.680206   1.7992290e+41
       58.669414   1.4273094e+41
       94.703777   7.8979377e+40
       118.57692   5.6601063e+40
