arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.095541285370085396, 0.016648041945140139]","['V', 'I']","['V', 'R']",r,"[0.42760483814741357, 0.18938446711168078]","[23900000.0, 1670000.0]","[0.0436, 0.0006]","[0.15, 0.04]",NGC 5806,0.0,iPTF13bvn,"(0.06910632618551768, 0.011658344126852982)","[42.312953161782985, 41.540072226585437]","[16.699999999999974, 0.8114814219254507]","['0.070', '0.012', '0.006']","['42.211', '0.067', '0.037']","['15.953', '0.098']",1.0,Ib,Ib,"['1', '2']",['2'],"[56458.33999999985, 0.8]","[4.2169632364817842, 0.48762516369732195]","[0.039794191913541208, 0.0056635358629914638]",7.0,1
