arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.62722586275518077, 0.12815801239727756]","['V', 'R']","['V', 'R']",R,"[0.83063125605102694, 0.23016023721994588]","[87700000.0, 6040000.0]","[0.0894, 0.0021]","[0.52, 0.08]",UGC 1394,0.0,SN2005hg,"(0.44684619868505437, 0.081009723092368521)","[43.085460281430414, 42.343839361349673]","[18.799999999999951, 2.0054711161148577]",['NA'],"['42.418', '0.067', '0.047']",['NA'],2.0,Ib,Ib,['6'],['6'],"[53665.64999999991, 2.0]","[4.4746800726914469, 0.60027352299341408]","[0.35300178200260784, 0.038704781558706824]",7.0,1
