arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.19736633154878666, 0.070347294657249315]","['V', 'I']","['V', 'R']",V,"[1.0236786809228797, 0.41575574659211684]","[73600000.0, 5000000.0]","[0.0184, 0.0009]","[0.37, 0.08]",NGC 3997,0.0,SN2004aw,"(0.16331849167189938, 0.032475460846517486)","[42.720036468582514, 42.01855643093149]","[15.099999999999982, 6.6481619973913446]",['NA'],"['42.659', '0.063', '0.056']",['NA'],2.0,Ic,Ic,['8'],['8'],"[53076.5, 6.0]","[6.0656384483717032, 3.8391034406682416]","[0.15319759294095894, 0.010005739743927218]",7.0,1
