arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.28549651149174704, 0.085819100687344468]","['B', 'V']","['B', 'V']",V,"[0.57921168282563096, 0.15928413187680876]","[31400000.0, 2180000.0]","[0.0192, 0.0003]","[0.53, 0.02]",	NGC 2770,0.0,SN2007uy,"(0.21201750191706245, 0.027158149347577997)","[42.802333310416287, 41.909861769513448]","[16.69999999999996, 3.5911119236483073]","['0.394', '0.604', '0.215']","['42.887', '0.398', '0.338']","['19.075', '0.284']",1.0,Ib,Ib pec,['4'],['4'],"[54463.950000000186, 3.5]","[3.6681187599751079, 0.10978987801210945]","[0.14136958900049301, 0.006746055465730311]",7.0,1
