arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.287161668514475, 0.06556273274773948]","['B', 'V']","['B', 'V']",V,"[0.60618195168656253, 0.16462357523168386]","[31400000.0, 2180000.0]","[0.0192, 0.0003]","[0.53, 0.02]",	NGC 2770,0.0,SN2007uy,"(0.20709127799003085, 0.025771929223636764)","[42.801635053461624, 41.896620175243051]","[16.19999999999996, 3.5862480223865822]","['0.394', '0.604', '0.215']","['42.887', '0.398', '0.338']","['19.075', '0.284']",1.0,Ib,Ib pec,['4'],['4'],"[54463.950000000186, 3.5]","[3.6445672880769933, 0.10902630367193836]","[0.14219559941541429, 0.0067400558777857174]",7.0,1
