arnett_ni_mass,band_bc,band_extinction,band_t0,beta_req,distance,ebv_gal,ebv_host,host,lb,name,ni_khatami,peakL,peakt,prentice_ni,prentice_peakL,prentice_peakt,smoothing_bc,sn_type,sn_type_full,source,source_bc,t0,tail_meje,tail_ni_mass,ub,verbose
"[0.61387803574998689, 0.13327326517626023]","['V', 'R']","['V', 'R']",R,"[0.70409506774414465, 0.189096523218935]","[87700000.0, 6040000.0]","[0.0894, 0.0021]","[0.52, 0.08]",UGC 1394,0.0,SN2005hg,"(0.44568178734172431, 0.080959599336173263)","[43.08607783221953, 42.345321295295761]","[18.699999999999953, 2.0050975909889943]",['NA'],"['42.418', '0.067', '0.047']",['NA'],2.0,Ib,Ib,['6'],['6'],"[53665.64999999991, 2.0]","[4.5860885283404462, 0.062157817507886834]","[0.36955400964167195, 0.075592981708825294]",7.0,1
